source,STUDY_ID,newsite,REALM,TAXA,ORGANISMS,initR,nsp,nyr_used,startyr,endyr,nint,nind,npos,nL,nU,nneg,L,U,f_nind,f_nL,f_nU,f_nneg,cvsq_real,cvsq_indep,phi,phi_LdM,skw_real,skw_indep,phi_skw,iCV,iCValt,LONGITUDE,LATITUDE,t_med,t_skw,t_var,t_med_celcius,t_skw_celcius,t_var_celcius,t.lm.slope,t.lm.slope.sig,t.sens.slope,t.sens.slope.sig,t.lm.slope.celcius,t.lm.slope.sig.celcius,t.sens.slope.celcius,t.sens.slope.sig.celcius,GiniSimpson,Simpson,Shannon,Heip,McIntosh,SmithWilson,Pielou
BioTIME,430,STUDY_ID_430_basin_98961,Freshwater,fish,fish,21,5,24,1985,2016,10,7,3,2,1,0,0.337442941,-0.124210306,0.7,0.2,0.1,0,0.950719366,0.582287113,1.632732967,0.473507545,3.448636975,2.771124101,1.244490268,1.025590123,1.443925298,170.2746,-43.73659,2818.375,0.193873055,0.002091926,8.6875,0.193873055,0.067865707,-0.005695813,0,-0.030731523,0,-0.000569581,0,-0.003073152,0,0.961201433,0.865655265,0.946911438,0.897632135,0.939485819,0.852477045,0.588349156
BioTIME,430,STUDY_ID_430_basin_100981,Freshwater,fish,fish,20,2,28,1985,2016,1,0,1,1,0,0,0.022655867,0,0,1,0,0,1.409475373,1.373022747,1.026549179,0.783661828,1.74960645,1.891933228,0.924771775,0.842308637,0.562674967,170.044,-45.97848,2794.791667,0.650205107,0.003123369,6.329166667,0.650205107,0.137919684,0.321022242,1,0.330555556,0,0.032102224,1,0.033055556,0,0.401680276,0.625657048,0.509625006,0.423680096,0.362052028,0.481803906,0.735233469
BioTIME,430,STUDY_ID_430_basin_101416,Freshwater,fish,fish,26,2,28,1985,2016,1,1,0,0,0,0,0,0,1,0,0,0,2.306296622,2.575716962,0.895399866,0.656585465,4.154277269,3.987877302,1.041726451,0.658479742,1.024346597,169.4829,-44.69688,2830.875,-0.237315276,0.002060611,9.9375,-0.237315276,0.05870021,0.13234256,0,0.119047619,0,0.013234256,0,0.011904762,0,0.791294928,0.827331682,0.84372093,0.794672913,0.760000039,0.848027377,1.217232002
BioTIME,478,478,Freshwater,freshwater invertebrates,insects,90,32,27,1979,2005,496,379,68,24,44,49,2.741999506,-4.69559845,0.764112903,0.048387097,0.088709677,0.098790323,0.270044061,0.135976121,1.985966785,0.198721901,0.995611799,1.074642343,0.926458748,1.924343889,1.118111726,9.628889,50.66972,2818.333333,-0.73658768,0.003976937,8.683333333,-0.73658768,0.129078695,0.484205609,1,0.479166667,1,0.048420561,1,0.047916667,1,0.926934864,0.30627691,0.770511455,0.433728726,0.826720705,0.228880649,0.222322611
BioTIME,39,39,Terrestrial,birds,birds,52,4,36,1979,2015,6,3,1,1,0,2,0.084692177,0,0.5,0.166666667,0,0.333333333,0.123020981,0.160628566,0.765872372,0.332140077,1.039922825,0.910746521,1.141835628,2.851086587,1.988118812,-71.75,43.91,2776.708333,0.38477368,0.003173722,4.520833333,0.38477368,0.194930876,0.140738466,0,0.157670455,0,0.014073847,0,0.015767045,0,0.829171491,0.661163351,0.798246031,0.674690369,0.770168497,0.555694464,0.575812795
BioTIME,54,54,Terrestrial,terrestrial invertebrates,land snails,19,16,24,1991,2014,120,92,21,9,12,7,0.777712292,-1.957419779,0.766666667,0.075,0.1,0.058333333,0.292552471,0.128642004,2.274159778,0.647015608,0.635807135,0.347753334,1.828327933,1.848834832,1.306204311,-65.5,18.1667,2992.958333,0.568995377,0.000856176,26.14583333,0.568995377,0.009800797,0.111268116,0,0.112215909,1,0.011126812,0,0.011221591,1,0.728897773,0.197373613,0.514283888,0.210772804,0.583034623,0.2038334,0.185488704
BioTIME,67,STUDY_ID_67_LAT-33.88_LON18.5,Terrestrial,birds,waterbirds,11,6,21,1985,2006,15,11,4,3,1,0,0.73811134,-0.059206296,0.733333333,0.2,0.066666667,0,0.036520436,0.019531837,1.86979015,0.374932156,-0.531386513,-0.03045994,17.44542207,5.232774512,4.294444444,18.5,-33.88,2895.916667,-0.0872073,0.000978389,16.44166667,-0.0872073,0.017232641,-0.053894776,0,-0.013541667,0,-0.005389478,0,-0.001354167,0,0.970828071,0.872707232,0.959399037,0.915803079,0.951397836,0.903357701,0.535450797
BioTIME,67,STUDY_ID_67_LAT-34.08_LON18.52,Terrestrial,birds,waterbirds,18,11,24,1983,2006,55,35,17,13,4,3,1.762973738,-0.318564895,0.636363636,0.236363636,0.072727273,0.054545455,0.033090266,0.007142754,4.632704188,0.505634376,-1.948523981,-0.403779336,4.825714963,5.497305493,8.12605042,18.52,-34.08,2897.625,-0.414203117,0.001114418,16.6125,-0.414203117,0.019438174,0.020398551,0,0.03452381,0,0.002039855,0,0.003452381,0,0.989483859,0.9048452,0.977497738,0.942219019,0.977870143,0.92409653,0.407648219
BioTIME,301,301,Terrestrial,terrestrial invertebrates,acrididae (grasshoppers),32,6,31,1984,2018,15,6,9,7,2,0,0.787621613,-0.099677875,0.4,0.466666667,0.133333333,0,0.552474155,0.321426348,1.718820374,0.686854867,1.24411435,1.312331678,0.948018227,1.345377055,0.93222214,-96.557,39.0786,2860.5,0.335514488,0.00400571,12.9,0.335514488,0.088824289,0.282702488,0,0.253333333,0,0.028270249,0,0.025333333,0,0.692064572,0.393750837,0.593834309,0.379592699,0.59045143,0.28124041,0.331425238
BioTIME,333,333,Terrestrial,birds,birds,132,44,29,1981,2009,946,675,227,120,107,44,12.43443382,-9.714627276,0.713530655,0.126849894,0.113107822,0.046511628,0.097751961,0.019826531,4.930361196,0.24372845,0.021140265,0.405888558,0.052083915,3.198433021,3.279168821,-96.58333,39.08333,2861.166667,-0.132585921,0.004339722,12.96666667,-0.132585921,0.095758355,0.243349754,0,0.204861111,0,0.024334975,0,0.020486111,0,0.961062194,0.373926037,0.861131856,0.58175202,0.887216685,0.516315531,0.227560439
BioTIME,339,339,Terrestrial,birds,birds,39,17,31,1979,2009,136,85,27,11,16,24,1.145259105,-1.268887983,0.625,0.080882353,0.117647059,0.176470588,0.010473633,0.01028254,1.018584283,0.066408417,0.052782287,0.015642472,3.374293261,9.77127679,5.906976744,13.33333,55.71667,2811,-0.645439109,0.003154544,7.95,-0.645439109,0.111539928,0.525714809,1,0.508928571,1,0.052571481,1,0.050892857,1,0.972372554,0.693462454,0.932230995,0.814384996,0.935689226,0.750754214,0.329036638
BioTIME,363,363,Terrestrial,birds,birds,35,15,21,1979,1999,105,91,12,3,9,2,0.466334629,-0.620211221,0.866666667,0.028571429,0.085714286,0.019047619,0.067667343,0.026987971,2.507315001,0.248109283,0.472873103,0.333454649,1.418103192,3.844239497,2.656281407,16.31666,65.96806,2730.416667,-0.550933158,0.003418282,-0.108333333,-0.550933158,8.615384615,0.373760331,0,0.271296296,0,0.037376033,0,0.02712963,0,0.941529711,0.549878354,0.883498897,0.710104381,0.878680513,0.645503441,0.326249084
BioTIME,420,420,Terrestrial,birds,birds,47,10,23,1979,2001,45,35,10,5,5,0,0.579149367,-0.476911121,0.777777778,0.111111111,0.111111111,0,0.03349487,0.013162934,2.5446355,0.368856836,0.585592003,0.418101522,1.400597634,5.464002056,3.979434447,16.342,65.84,2720.666667,-0.573322666,0.003338642,-1.083333333,-0.573322666,0.838461538,0.461215415,0,0.402777778,0,0.046121542,0,0.040277778,0,0.881567431,0.484052147,0.823609864,0.629120035,0.797749606,0.629322917,0.357689219
BioTIME,528,528,Terrestrial,terrestrial invertebrates,acrididae (grasshoppers),40,7,31,1984,2018,21,13,6,3,3,2,0.170378468,-0.62566263,0.619047619,0.142857143,0.142857143,0.095238095,0.401183692,0.30263739,1.325625004,0.44325497,0.810480433,1.028068771,0.788352351,1.578804533,0.935175777,-96.58755,39.07125,2861.25,0.326937203,0.004048347,12.975,0.326937203,0.089274245,0.28321236,0,0.253333333,0,0.028321236,0,0.025333333,0,0.746290311,0.396470126,0.641791728,0.414399623,0.642618013,0.301461228,0.329815705
BioTIME,529,529,Terrestrial,terrestrial invertebrates,acrididae (grasshoppers),39,7,28,1985,2018,21,12,9,1,8,0,0.032575966,-1.057018945,0.571428571,0.047619048,0.380952381,0,0.793248431,0.372562077,2.129171166,0.499631444,1.691304176,1.465198374,1.154317535,1.122781865,0.953036134,-96.5672,39.074,2861.5,0.234446856,0.003545635,13,0.234446856,0.078044872,0.253138407,0,0.182765152,0,0.025313841,0,0.018276515,0,0.85062091,0.5273498,0.791546037,0.610980786,0.770893182,0.531158369,0.406774196
BioTIME,530,530,Terrestrial,terrestrial invertebrates,acrididae (grasshoppers),37,6,33,1982,2018,15,7,8,4,4,0,0.201330672,-0.255672983,0.466666667,0.266666667,0.266666667,0,0.517818443,0.325040656,1.593088226,0.748122663,0.975638274,0.918156756,1.062605342,1.389668595,0.670430534,-96.5626,39.07865,2860.666667,0.337201562,0.004486134,12.91666667,0.337201562,0.099354839,0.356747454,1,0.378148148,1,0.035674745,1,0.037814815,1,0.614126664,0.341370716,0.538163532,0.324568999,0.509110516,0.263462276,0.300354786
BioTIME,531,531,Terrestrial,terrestrial invertebrates,acrididae (grasshoppers),39,7,28,1987,2018,21,9,12,2,10,0,0.131771183,-0.708137448,0.428571429,0.095238095,0.476190476,0,0.589712158,0.274636316,2.147247557,0.744177509,1.525253039,1.4127945,1.079600068,1.302206801,1.121868583,-96.56263,39.06966,2861.291667,0.397009745,0.003509487,12.97916667,0.397009745,0.077367576,0.22856832,0,0.164772727,0,0.022856832,0,0.016477273,0,0.721418078,0.374322728,0.633268445,0.404841803,0.614480148,0.33041604,0.325435604
BioTIME,532,532,Terrestrial,terrestrial invertebrates,acrididae (grasshoppers),40,6,33,1982,2018,15,2,13,2,11,0,0.061017431,-1.359964117,0.133333333,0.133333333,0.733333333,0,0.902132453,0.359054593,2.512521689,0.767048802,1.290933519,1.03176822,1.251185581,1.052845989,0.598975372,-96.59795,39.07497,2861.166667,0.341562986,0.00448535,12.96666667,0.341562986,0.098971722,0.356356445,1,0.382233796,1,0.035635644,1,0.03822338,1,0.793261862,0.49171686,0.784525888,0.615661185,0.706051542,0.67839917,0.437852235
BioTIME,533,533,Terrestrial,terrestrial invertebrates,acrididae (grasshoppers),35,7,31,1984,2018,21,5,16,5,11,0,0.383104834,-0.989325811,0.238095238,0.238095238,0.523809524,0,0.886356719,0.419354672,2.113620706,0.632096818,1.805620768,1.91076481,0.944972798,1.062174154,0.71233111,-96.5712,39.07385,2861.25,0.33487741,0.004048347,12.975,0.33487741,0.089274245,0.282334697,0,0.26,0,0.02823347,0,0.026,0,0.737372226,0.388233927,0.704467971,0.489770635,0.632435649,0.525556772,0.362024923
BioTIME,534,534,Terrestrial,terrestrial invertebrates,acrididae (grasshoppers),33,7,33,1982,2018,21,10,11,5,6,0,0.300596417,-0.573488595,0.476190476,0.238095238,0.285714286,0,0.699782716,0.440621704,1.588171235,0.607851697,1.670896633,1.744709079,0.957693551,1.195414156,0.983993902,-96.57745,39.07255,2861.166667,0.349933775,0.004514475,12.96666667,0.349933775,0.099614396,0.357793703,1,0.375,1,0.03577937,1,0.0375,1,0.667271364,0.333736953,0.657382774,0.432298606,0.555824067,0.479927068,0.337827918
BioTIME,536,536,Terrestrial,terrestrial invertebrates,acrididae (grasshoppers),42,10,20,1982,2018,45,34,10,3,7,1,0.535148309,-0.966131844,0.755555556,0.066666667,0.155555556,0.022222222,0.565911947,0.257751171,2.195574692,0.378546479,1.288744966,1.295336437,0.994911383,1.329307848,0.778450958,-96.57135,39.0813,2860.625,0.616594416,0.0046974,12.9125,0.616594416,0.104065828,0.498433563,1,0.829545455,1,0.049843356,1,0.082954545,1,0.931466092,0.618503712,0.872169261,0.716691422,0.874421059,0.595759234,0.378778297
BioTIME,538,538,Terrestrial,terrestrial invertebrates,acrididae (grasshoppers),43,8,21,1982,2018,28,21,7,2,5,0,0.101962962,-0.676813367,0.75,0.071428571,0.178571429,0,1.293430485,0.522915039,2.473500258,0.476928484,1.538783714,1.398526848,1.100289004,0.879282549,0.52647906,-96.5834,39.07985,2860.25,0.554248953,0.004486787,12.875,0.554248953,0.099676375,0.543946939,1,0.971590909,1,0.054394694,1,0.097159091,1,0.946634632,0.728036462,0.912723487,0.810319522,0.905936241,0.718383331,0.438927216
BioTIME,215,STUDY_ID_215_LAT38.916667_LON-74.958,Terrestrial,birds,raptor birds,20,17,30,1979,2008,136,67,66,13,53,3,0.966742597,-6.044157919,0.492647059,0.095588235,0.389705882,0.022058824,0.634182013,0.138418976,4.581611788,0.725902427,2.42372898,1.410555989,1.718279174,1.255720661,2.156354406,-74.958,38.916667,2840.75,0.462094769,0.003310852,10.925,0.462094769,0.08608973,0.2184144,0,0.233333333,0,0.02184144,0,0.023333333,0,0.893268152,0.369315828,0.788278504,0.520698572,0.793310882,0.374947478,0.278227725
BioTIME,215,STUDY_ID_215_LAT39.166667_LON-76.483333,Terrestrial,birds,raptor birds,20,14,21,1987,2008,91,36,55,52,3,0,9.096057434,-0.307229158,0.395604396,0.571428571,0.032967033,0,0.165546871,0.063234246,2.617993928,0.587128512,-0.786000967,-0.17558846,4.476381679,2.457760223,3.573560768,-76.483333,39.166667,2831.083333,0.131030467,0.003826568,9.958333333,0.131030467,0.108786611,0.202192454,0,0.232905983,0,0.020219245,0,0.023290598,0,0.829466716,0.310855121,0.690840788,0.399341897,0.710546995,0.202178257,0.26177559
BioTIME,215,STUDY_ID_215_LAT40.266667_LON-77.276028,Terrestrial,birds,raptor birds,17,11,29,1979,2008,55,7,48,42,6,0,4.869133016,-0.307944606,0.127272727,0.763636364,0.109090909,0,0.333196908,0.223531109,1.490606428,0.774639056,1.531861563,1.423033442,1.076476151,1.732405361,1.738151659,-77.276028,40.266667,2781.416667,0.491200757,0.003565329,4.991666667,0.491200757,0.198664441,0.340191065,0,0.297685185,0,0.034019107,0,0.029768519,0,0.559386989,0.1849752,0.449476989,0.193820469,0.428000327,0.191959165,0.187446463
BioTIME,215,STUDY_ID_215_LAT40.633333_LON-75.991528,Terrestrial,birds,raptor birds,21,15,30,1979,2008,105,68,23,13,10,14,1.904449388,-0.6378198,0.647619048,0.123809524,0.095238095,0.133333333,0.049084406,0.035384448,1.387174556,0.413987425,0.130832242,0.242350333,0.539847587,4.513653623,2.650121536,-75.991528,40.633333,2842.041667,0.324996713,0.00321072,11.05416667,0.324996713,0.082548059,0.121761553,0,0.121794872,0,0.012176155,0,0.012179487,0,0.789075652,0.25297621,0.60207886,0.293301565,0.656036847,0.189960626,0.222329283
